Healthcare Pharmaceuticals Ltd.,https://medex.com.bd/companies/85/healthcare-pharmaceuticals-ltd
Hudson Pharmaceuticals Ltd.,https://medex.com.bd/companies/33/hudson-pharmaceuticals-ltd
Ibn Sina Pharmaceuticals Ltd.,https://medex.com.bd/companies/35/ibn-sina-pharmaceuticals-ltd
Incepta Pharmaceuticals Ltd.,https://medex.com.bd/companies/106/incepta-pharmaceuticals-ltd
Indo Bangla Pharmaceutical,https://medex.com.bd/companies/99/indo-bangla-pharmaceutical
Innova Pharma (Albion),https://medex.com.bd/companies/108/innova-pharma-albion
Institute of Public Health (IPH),https://medex.com.bd/companies/217/institute-of-public-health-iph
International Agencies (Bd.) Limited,https://medex.com.bd/companies/290/international-agencies-bd-limited
Janata Traders,https://medex.com.bd/companies/176/janata-traders
Jayson Pharmaceuticals Ltd.,https://medex.com.bd/companies/37/jayson-pharmaceuticals-ltd
Julphar Bangladesh Ltd.,https://medex.com.bd/companies/39/julphar-bangladesh-ltd
Kawsar Chemicals,https://medex.com.bd/companies/205/kawsar-chemicals
Kemiko Pharmaceuticals Ltd.,https://medex.com.bd/companies/116/kemiko-pharmaceuticals-ltd
Kumudini Pharma Ltd.,https://medex.com.bd/companies/136/kumudini-pharma-ltd
Labaid Pharma Ltd.,https://medex.com.bd/companies/40/labaid-pharma-ltd
Legends Pharma,https://medex.com.bd/companies/275/legends-pharma
Leon Pharmaceuticals Ltd.,https://medex.com.bd/companies/129/leon-pharmaceuticals-ltd
Libra Infusions Ltd.,https://medex.com.bd/companies/41/libra-infusions-ltd
Libra Pharmaceuticls Ltd.,https://medex.com.bd/companies/269/libra-pharmaceuticls-ltd
Linde Bangladesh Ltd.,https://medex.com.bd/companies/243/linde-bangladesh-ltd
Marie Stopes Bangladesh,https://medex.com.bd/companies/279/marie-stopes-bangladesh
Marker Pharma Ltd.,https://medex.com.bd/companies/131/marker-pharma-ltd
Marksman Pharmaceuticals Ltd.,https://medex.com.bd/companies/109/marksman-pharmaceuticals-ltd
Medicon Pharmaceuticals Ltd.,https://medex.com.bd/companies/42/medicon-pharmaceuticals-ltd
Medimet Pharmaceuticals Ltd.,https://medex.com.bd/companies/43/medimet-pharmaceuticals-ltd
MedRx Life Science Ltd.,https://medex.com.bd/companies/263/medrx-life-science-ltd
MicroMed,https://medex.com.bd/companies/303/micromed
Millat Pharmaceuticals Ltd.,https://medex.com.bd/companies/44/millat-pharmaceuticals-ltd
Modern Pharmaceuticals Ltd.,https://medex.com.bd/companies/45/modern-pharmaceuticals-ltd
Momotaz Pharmaceuticals Ltd.,https://medex.com.bd/companies/206/momotaz-pharmaceuticals-ltd
Monicopharma Ltd.,https://medex.com.bd/companies/123/monicopharma-ltd
MST Pharma,https://medex.com.bd/companies/170/mst-pharma
Mundipharma (BD) Pvt. Ltd.,https://medex.com.bd/companies/143/mundipharma-bd-pvt-ltd
Mystic Pharmaceuticals Ltd.,https://medex.com.bd/companies/46/mystic-pharmaceuticals-ltd
Naafco Pharma Ltd.,https://medex.com.bd/companies/251/naafco-pharma-ltd
Navana Pharmaceuticals Ltd.,https://medex.com.bd/companies/47/navana-pharmaceuticals-ltd
Nipa Pharmaceuticals Ltd.,https://medex.com.bd/companies/53/nipa-pharmaceuticals-ltd
NIPRO JMI Pharma Ltd.,https://medex.com.bd/companies/48/nipro-jmi-pharma-ltd
Novartis (Bangladesh) Ltd.,https://medex.com.bd/companies/51/novartis-bangladesh-ltd
Novelta Bestway Pharmaceuticals Ltd.,https://medex.com.bd/companies/49/novelta-bestway-pharmaceuticals-ltd
Novo Healthcare and Pharma Ltd.,https://medex.com.bd/companies/133/novo-healthcare-and-pharma-ltd
Novo Nordisk,https://medex.com.bd/companies/186/novo-nordisk
Novus Pharmaceuticals Ltd.,https://medex.com.bd/companies/50/novus-pharmaceuticals-ltd
Nuvista Pharma Ltd.,https://medex.com.bd/companies/122/nuvista-pharma-ltd
One Pharma Ltd.,https://medex.com.bd/companies/207/one-pharma-ltd
Opso Saline Ltd.,https://medex.com.bd/companies/55/opso-saline-ltd
Opsonin Pharma Ltd.,https://medex.com.bd/companies/56/opsonin-pharma-ltd
Orbit Pharmaceuticals Ltd.,https://medex.com.bd/companies/260/orbit-pharmaceuticals-ltd
Organic Health Care,https://medex.com.bd/companies/124/organic-health-care
Orion Infusion Ltd.,https://medex.com.bd/companies/173/orion-infusion-ltd
Orion Pharma Ltd.,https://medex.com.bd/companies/58/orion-pharma-ltd
Oyster Pharmaceuticals Ltd.,https://medex.com.bd/companies/118/oyster-pharmaceuticals-ltd
Pacific Pharmaceuticals Ltd.,https://medex.com.bd/companies/145/pacific-pharmaceuticals-ltd
Peoples Pharma Ltd.,https://medex.com.bd/companies/59/peoples-pharma-ltd
Pfizer,https://medex.com.bd/companies/175/pfizer
Pharmacil Limited,https://medex.com.bd/companies/195/pharmacil-limited
Pharmadesh Laboratories Ltd.,https://medex.com.bd/companies/60/pharmadesh-laboratories-ltd
Pharmasia Limited,https://medex.com.bd/companies/112/pharmasia-limited
Pharmik Laboratories Ltd.,https://medex.com.bd/companies/202/pharmik-laboratories-ltd
Phoenix Chemical Laboratory,https://medex.com.bd/companies/262/phoenix-chemical-laboratory
Popular Pharmaceuticals Ltd.,https://medex.com.bd/companies/87/popular-pharmaceuticals-ltd
Premier Pharmaceuticals Ltd.,https://medex.com.bd/companies/201/premier-pharmaceuticals-ltd
Prime Pharmaceuticals Ltd.,https://medex.com.bd/companies/88/prime-pharmaceuticals-ltd
Quality Pharmaceuticals Ltd.,https://medex.com.bd/companies/253/quality-pharmaceuticals-ltd
Radiant Pharmaceuticals Ltd.,https://medex.com.bd/companies/62/radiant-pharmaceuticals-ltd
Rangs Pharmaceuticals Ltd.,https://medex.com.bd/companies/147/rangs-pharmaceuticals-ltd
Reckitt & Benckiser Ltd.,https://medex.com.bd/companies/161/reckitt-benckiser-ltd
Reliance Pharmaceuticals Ltd.,https://medex.com.bd/companies/130/reliance-pharmaceuticals-ltd
Reman Drug Laboratories Ltd.,https://medex.com.bd/companies/63/reman-drug-laboratories-ltd
Renata Limited,https://medex.com.bd/companies/64/renata-limited
Rephco Pharmaceuticals Ltd.,https://medex.com.bd/companies/66/rephco-pharmaceuticals-ltd
RN Pharmaceuticals,https://medex.com.bd/companies/259/rn-pharmaceuticals
Roche Bangladesh Ltd.,https://medex.com.bd/companies/67/roche-bangladesh-ltd
S.N. Pharmaceutical Ltd.,https://medex.com.bd/companies/135/sn-pharmaceutical-ltd
Salton Pharmaceuticals Ltd.,https://medex.com.bd/companies/68/salton-pharmaceuticals-ltd
SANDOZ (A Novartis Division),https://medex.com.bd/companies/168/sandoz-a-novartis-division
Sanofi Bangladesh Ltd.,https://medex.com.bd/companies/89/sanofi-bangladesh-ltd
Seba Laboratories Ltd.,https://medex.com.bd/companies/132/seba-laboratories-ltd
Seema Pharmaceuticals Ltd.,https://medex.com.bd/companies/69/seema-pharmaceuticals-ltd
Servier Bangladesh Operation,https://medex.com.bd/companies/172/servier-bangladesh-operation
Sharif Pharmaceuticals Ltd.,https://medex.com.bd/companies/90/sharif-pharmaceuticals-ltd
Silco Pharmaceutical Ltd.,https://medex.com.bd/companies/159/silco-pharmaceutical-ltd
Silva Pharmaceuticals Ltd.,https://medex.com.bd/companies/94/silva-pharmaceuticals-ltd
Skylab Pharmaceuticals Ltd.,https://medex.com.bd/companies/70/skylab-pharmaceuticals-ltd
Social Marketing Company,https://medex.com.bd/companies/216/social-marketing-company
Somatec Pharmaceuticals Ltd.,https://medex.com.bd/companies/125/somatec-pharmaceuticals-ltd
Sonear Laboratories Ltd.,https://medex.com.bd/companies/72/sonear-laboratories-ltd
Square Pharmaceuticals Ltd.,https://medex.com.bd/companies/73/square-pharmaceuticals-ltd
Sun Pharmaceutical Ltd.,https://medex.com.bd/companies/139/sun-pharmaceutical-ltd
Sunman-Birdem Pharma Ltd.,https://medex.com.bd/companies/256/sunman-birdem-pharma-ltd
Supreme Pharmaceutical Ltd.,https://medex.com.bd/companies/138/supreme-pharmaceutical-ltd
Syntho Laboratories Ltd.,https://medex.com.bd/companies/134/syntho-laboratories-ltd
Team Pharmaceuticals Ltd.,https://medex.com.bd/companies/255/team-pharmaceuticals-ltd
Techno Drugs Ltd.,https://medex.com.bd/companies/95/techno-drugs-ltd
The White Horse Pharma,https://medex.com.bd/companies/96/the-white-horse-pharma
Therapeutics Bangladesh Ltd.,https://medex.com.bd/companies/76/therapeutics-bangladesh-ltd
Ultra Pharma Ltd.,https://medex.com.bd/companies/97/ultra-pharma-ltd
UniMed UniHealth,https://medex.com.bd/companies/77/unimed-unihealth
Unique Pharmaceuticals Ltd.,https://medex.com.bd/companies/204/unique-pharmaceuticals-ltd
United Pharmaceuticals Ltd.,https://medex.com.bd/companies/142/united-pharmaceuticals-ltd
Veritas Pharmaceuticals Ltd.,https://medex.com.bd/companies/126/veritas-pharmaceuticals-ltd
Virgo Pharmaceuticals Ltd.,https://medex.com.bd/companies/158/virgo-pharmaceuticals-ltd
ZAS Corporation,https://medex.com.bd/companies/257/zas-corporation
Zenith Pharmaceuticals Ltd.,https://medex.com.bd/companies/98/zenith-pharmaceuticals-ltd
Ziska Pharmaceuticals Ltd.,https://medex.com.bd/companies/79/ziska-pharmaceuticals-ltd
